puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
0607313,31001,32099,1009,2371,4331,228,24816,8472,3793,13647,12784,8824,49.13
0607314,20883,43276,634,3659,2246,91,16606,5962,3856,8350,6098,3396,32.55
0607315,20051,46060,706,3572,1938,106,15511,6955,1790,7242,5226,4973,30.33
0607316,33386,57066,1255,3098,5026,0,25275,11626,2699,11200,7080,7068,36.91
0607317,30864,28520,1389,6786,6998,86,16379,15390,2331,10889,10696,14259,51.97
0607322,19906,20097,450,2762,2327,447,11812,13268,3029,9751,6970,9535,49.76
0607323,13902,20526,435,1603,888,0,11944,7472,1841,4930,2853,4290,40.38
0607324,13678,40886,599,2986,791,0,11190,3564,2973,6685,4702,2478,25.07
0607325,18525,28341,683,1711,494,0,14432,8879,1749,8064,6094,7009,39.53
0607326,13804,49799,228,2742,300,0,10736,2930,1129,6951,4050,2516,21.7
0607327,25113,16398,766,4825,4349,147,10882,14596,4110,12677,9178,12131,60.5
0607328,18767,23387,976,2232,2518,0,13088,8121,1496,8624,7165,6542,44.52
0607329,19808,29743,880,4824,2860,6,11721,12463,4180,8630,7745,6886,39.97
0607330,35773,19688,1499,4964,3704,105,24065,27002,3737,16948,13225,19668,64.5
0607507,19214,12648,781,10624,3571,234,3616,4825,1292,11011,7041,12181,60.3
0607508,13259,30274,263,5825,1014,0,6800,2005,247,6869,5510,4804,30.46
0607509,18306,33880,532,7956,1817,19,8333,3509,611,8869,7633,6983,35.08
0607510,19917,26708,1092,6061,2093,45,9610,6350,1266,8281,8106,6356,42.72
0607511,14655,42512,808,4450,1676,43,9031,4046,711,6642,5261,3547,25.64
0607512,13245,26396,519,7911,847,0,7309,1466,1138,7988,5131,4657,33.41
0607513,12947,21451,517,7084,1392,473,5183,2973,1031,7116,4349,6979,37.64
0607514,13475,32376,237,6319,1197,0,6630,1801,210,7031,5571,5096,29.39
0607705,32852,31285,5745,10880,6008,271,16439,13195,2616,12322,14052,10418,51.22
0607706,33962,15775,1886,4336,5918,186,16365,21674,2185,13605,12890,14049,68.28
0607707,14310,22388,813,3778,1106,128,8024,6685,1226,6557,5264,5340,38.99
0607708,27462,28627,3372,2891,1259,30,19689,14125,2105,10965,10291,9854,48.96
0607709,13679,21397,779,3613,1056,121,7666,6392,1172,6266,5030,5102,39.0
0607901,26901,40707,652,3190,627,278,24223,7932,3685,12294,10584,3122,39.79
0607902,15489,24478,496,797,1105,6,14061,5786,2261,8957,6678,3332,38.75
0608101,18220,28238,649,10204,604,111,7536,4094,1266,9426,4843,8132,39.22
0608102,14154,28881,261,6382,1217,105,5913,4763,939,7150,4054,6102,32.89
0608103,12136,29248,1009,4215,428,1,5285,4898,622,5714,3709,4692,29.33
0608104,10828,35064,84,4185,77,150,5516,2958,992,6649,4202,4268,23.59
0608105,11270,39442,458,2549,199,3,6824,4557,260,5543,4244,4527,22.22
0608106,9585,26391,1213,1361,379,110,5304,5133,539,4160,2397,5006,26.64
0608301,22558,17442,2208,1958,705,0,16136,16293,1546,9291,8054,11538,56.4
0608302,17944,18350,603,988,906,216,13197,11134,2094,7560,5999,6268,49.44
0608303,28159,46099,1420,4437,1439,315,21883,12643,1377,11011,8683,6377,37.92
0608505,12961,14925,431,6125,312,0,4781,5889,725,7600,5102,8352,46.48
0608506,15327,25141,733,2683,446,0,10093,9401,1001,5804,5366,5603,37.87
0608507,10634,41363,307,4432,436,1,6271,925,393,5807,3166,2888,20.45
0608508,15043,35663,689,6040,1285,113,8113,3327,615,7262,4828,6831,29.67
0608510,22018,33036,1341,7649,739,0,10163,8760,1787,10570,6815,12194,39.99
0608511,10678,28521,447,3147,888,0,6938,4296,802,4099,3341,5784,27.24
0608512,8308,29747,412,2436,497,49,5086,3145,558,4132,3007,3071,21.83
0608515,6985,28980,288,2033,699,0,4504,2134,612,3239,2268,2458,19.42
0608516,14659,47428,765,7120,767,0,6332,4321,877,6711,3799,7255,23.61
0608517,12731,37050,610,5217,526,0,7195,4267,492,5191,4364,4611,25.57
0608518,11785,20467,337,8494,663,0,2709,1906,767,7311,4341,6667,36.54
0608519,20323,39210,1469,4875,2466,66,11229,9720,1186,8188,6570,7312,34.14
0608520,14974,17781,652,7313,467,241,6361,5876,929,7009,4484,7892,45.72
0608521,18238,15911,651,9950,1234,17,5087,6714,1222,10685,8454,12201,53.41
0608522,7842,32607,322,2285,786,0,5054,2390,686,3640,2546,2756,19.39
0608701,20628,28784,1214,985,666,4,13488,12709,1300,10590,6796,8519,41.75
0608702,17417,30525,642,2835,1154,65,15607,6006,1230,8501,4955,1417,36.33
0608900,33977,37528,3727,1707,1526,227,32381,4621,5109,16370,18180,893,47.52
0609501,25244,31033,924,6233,7847,373,10943,7574,2933,12340,9612,6409,44.86
0609502,23825,26323,1553,5506,5417,93,11772,9259,3186,10104,10884,8088,47.51
0609503,16799,34944,541,2249,1615,36,11687,6182,2843,8621,6879,4361,32.47
0609702,16801,31612,1605,1459,846,147,13123,5071,672,6822,7074,2975,34.7
0609704,15578,34739,907,1071,421,0,13061,5007,1518,8602,5557,3362,30.96
0609705,15954,21796,1663,2336,897,351,11082,7174,1424,5685,5926,5263,42.26
0609706,20384,33714,1814,2457,949,298,15122,8305,1876,8587,7474,5963,37.68
0609901,17390,16540,895,1847,1120,36,13140,11423,491,8579,5936,8724,51.25
0609902,22138,17006,1748,1978,2952,62,14902,13520,2091,9214,9372,8831,56.56
0609903,27586,33908,1611,1617,1353,171,17622,13621,1629,11395,8738,10155,44.86
0609904,20443,19130,1505,2006,1367,0,15317,8452,1780,7913,8054,6250,51.66
0610100,34766,26850,2798,6325,2341,157,21658,13090,3588,15566,16844,10128,56.42
0610701,28605,22483,3541,2390,933,109,19711,17959,1885,10652,10323,7110,55.99
0610702,29500,17975,1359,1051,1374,0,21556,21722,2124,10589,9855,13548,62.14
0610703,30297,14664,1534,1031,572,0,17590,25335,824,10314,9814,17784,67.39
0611102,15370,39264,1143,1786,511,0,13456,5179,1967,9331,5823,3403,28.13
0611103,27203,23818,2148,2943,1774,0,19415,20850,2038,12060,9292,16206,53.32
0611104,16011,31763,1564,1706,862,82,12991,7293,1736,7964,6613,2774,33.51
0611107,15139,20603,1126,1272,726,112,12226,9134,1125,7194,6140,6155,42.36
0611108,16245,29382,686,1778,648,14,13349,7136,995,9083,6573,4637,35.6
0611109,15235,29171,1293,2363,582,0,11449,7203,1793,7329,4805,4261,34.31
0611301,16568,19385,666,3665,1686,36,11812,6657,1047,5704,5338,5133,46.08
0611302,18841,22052,756,4171,1918,41,13438,7573,1190,6480,6068,5833,46.07
0800100,16677,26372,735,146,18,101,15243,4964,2132,6970,5363,2528,38.74
0800200,12798,31511,0,34,0,0,12295,3118,1730,4552,3140,1925,28.88
0800301,14751,29203,1111,703,889,232,13772,3367,1514,4643,4524,1049,33.56
0800302,21347,38684,1686,1087,1644,400,19676,5462,1877,5126,5707,1656,35.56
0800303,13884,34166,908,550,173,100,13419,2078,1998,7300,5785,727,28.89
0800401,10565,34985,766,260,310,0,10251,811,1110,5717,3619,231,23.19
0800501,15920,34743,363,1051,438,43,14863,4116,1588,7204,5584,1886,31.42
0800502,17487,33297,325,2137,626,0,16712,3224,736,3832,4146,1090,34.43
0800601,14496,52319,998,1655,875,151,12612,3111,1717,6543,4510,1486,21.7
0800701,15049,36526,1000,662,578,66,13965,3751,2228,7601,6132,1493,29.18
0800702,19432,33914,2286,1720,609,0,17748,5216,1431,6308,5522,1073,36.43
0800703,20259,41843,876,1423,1152,0,18661,5680,2257,9568,6776,2351,32.62
0800801,10016,43150,397,485,72,0,9577,1263,1275,5105,3172,511,18.84
0800901,7679,40583,95,337,407,0,6819,1472,783,2590,2142,344,15.91
0800902,8877,37931,688,668,699,0,8461,1687,1247,3522,2035,940,18.96
0801001,16379,20562,1439,909,555,7,14227,7195,2326,4960,5890,2878,44.34
0801002,20078,25042,1827,1172,631,0,17306,9101,2917,5822,7293,3644,44.5
0801003,12344,27174,414,910,699,24,11202,3815,1395,5474,4541,2032,31.24
0801101,25665,40797,2098,1264,1624,110,21298,12935,2726,9068,9492,5069,38.62
0801201,16443,23701,1728,691,1213,0,13058,9471,1824,5737,6002,3619,40.96
0801202,26637,36356,2371,1565,2034,310,21738,14168,2585,8378,9036,6195,42.29
0801301,24460,24418,1439,1914,6843,108,14630,9216,2463,8059,8573,9412,50.04
0801401,11057,24984,671,1031,1452,0,9295,4831,1623,4643,4545,3118,30.68
0801501,14666,33132,547,440,1542,0,12591,3383,1445,5845,5480,1386,30.68
0801601,19495,21894,930,1690,5001,91,12327,7342,2353,6856,7015,6934,47.1
0801602,9147,39401,281,901,713,0,8171,912,914,4210,2761,523,18.84
0801603,10852,29399,647,1285,2426,0,8701,3463,1476,4752,3930,2058,26.96
0801701,27453,48774,1448,1659,3383,0,19515,11993,2337,9886,9567,4383,36.01
0801702,28142,43434,1801,1766,10372,1,14004,10885,3385,8185,9668,6888,39.32
0801703,22901,24062,772,1048,859,73,19216,13932,1511,7740,8517,7188,48.76
0801704,16892,45372,1326,1279,2024,255,14691,2218,766,6111,4099,1185,27.13
0801705,32964,55039,1444,2419,7164,0,23819,7377,2698,11944,9417,5837,37.46
0801800,18621,26970,1032,273,1297,105,17762,4910,2084,8540,5589,1955,40.84
0801900,23077,20777,2681,728,1002,616,19201,12055,2463,11887,11414,2326,52.62
0802001,15085,23464,1421,688,1655,0,14221,5111,5086,4608,4298,986,39.13
0802002,12047,43104,544,1640,778,0,11263,1723,2757,5887,4668,379,21.84
0802003,15407,34162,836,1057,1061,0,14463,2670,2722,6457,4542,756,31.08
0802004,20472,28890,1177,2071,2903,0,17771,4742,3178,7596,7884,1351,41.47
0802005,17712,33214,947,1619,3256,0,15476,5046,4872,4924,5313,1378,34.78
0802006,23880,27367,3187,1120,5416,144,17398,9219,5865,7007,9948,3564,46.6
0802101,20096,26183,646,321,210,22,19532,4422,4104,11978,8308,435,43.42
0802200,21641,28782,2858,675,208,243,19408,4306,2550,8384,5668,840,42.92
0802301,35237,28712,2108,1037,1693,0,31769,17434,4239,16217,15476,1641,55.1
0802401,22222,20300,201,83,369,0,21744,4497,3142,11453,7548,1677,52.26
0802501,24251,33181,479,202,538,0,23942,5035,3035,10159,9908,1938,42.23
0920100,16828,29934,283,368,1094,8,15483,2744,1241,9118,6154,1554,35.99
0920201,31168,14323,652,674,17927,0,12789,16214,1239,11539,9237,10177,68.51
0920202,18469,43831,894,2715,3038,0,13647,2704,2044,9231,6500,2527,29.65
0920203,16286,27928,407,883,1085,0,15217,2635,1810,6542,4951,1667,36.83
0920204,28433,30471,544,2229,7731,0,18643,6180,2385,11252,11141,3970,48.27
0920205,12833,33928,277,1326,873,0,10299,2588,759,7209,5024,2663,27.44
0920206,28580,31935,929,621,4303,34,22728,10626,2477,12183,11527,7299,47.23
0920207,21035,45016,774,2806,3899,0,15129,3306,1952,10935,7418,3229,31.85
0920301,19866,21966,1140,578,1370,2,19033,4222,2140,8022,7234,2092,47.49
0920401,19291,33041,890,982,3839,0,14352,4132,2508,9167,8251,2527,36.86
0920402,28987,34003,1172,1432,2706,107,25925,4311,4827,12116,11170,3387,46.02
0920500,21727,52338,580,1286,3286,0,18559,3170,2111,11337,6898,2879,29.34
0920601,35050,21323,1261,1925,14173,91,15368,13078,1191,10629,10266,7861,62.18
0920602,23658,32078,822,1885,5469,0,16478,6098,2764,11322,6527,5322,42.45
0920603,27734,39307,704,1424,4796,0,20066,7954,2411,12871,10995,6547,41.37
0920604,15988,40318,395,808,850,0,14122,2995,1558,8813,6132,1948,28.39
0920701,28039,17060,91,1283,9490,0,17039,12531,2617,11826,9325,7545,62.17
0920702,24247,46995,674,776,1490,48,22320,3789,2367,13058,8921,2630,34.03
0920703,19501,40542,525,693,3127,0,16001,3744,1734,10724,6473,3107,32.48
0920801,35500,22232,227,1244,16109,0,12761,16922,2444,15741,16411,13422,61.49
0920802,18209,45585,146,1015,2155,0,15388,3447,1448,9863,6696,3190,28.54
0920901,24569,50929,780,1091,6258,0,14304,9453,1318,10392,5903,8658,32.54
0920902,10927,26082,142,857,1222,0,8242,2730,701,5333,3876,2575,29.53
0920903,16254,28526,374,784,3029,0,11061,6267,556,6890,5807,4937,36.3
0920904,25366,49934,413,1648,2606,0,19361,5925,2355,13065,9767,5518,33.69
1000101,14004,37481,923,834,2865,0,10445,1056,737,7544,4754,1817,27.2
1000102,22891,29360,1242,722,13651,0,8490,3891,1514,10103,9863,3045,43.81
1000103,13629,25449,569,940,4719,0,8500,1747,1043,5487,4855,1850,34.88
1000104,14491,24719,577,1056,4492,0,9274,2421,1145,4886,5172,2355,36.96
1000105,12064,26449,410,899,4913,0,7480,399,975,6125,4044,847,31.32
1000200,31057,39197,1597,1361,11461,0,19840,4699,5368,13817,11864,3025,44.21
1000301,21151,30953,649,265,4776,0,16741,2680,3316,11196,6826,2154,40.59
1000302,21374,31254,657,268,4813,0,16926,2706,3351,11319,6910,2175,40.61
1100101,8278,40175,114,841,1300,0,6106,931,416,3271,2253,765,17.08
1100102,17130,29388,765,875,11601,0,3702,4508,553,7433,6553,4317,36.82
1100103,15752,35846,984,1299,11695,0,3640,1915,817,7113,6025,1478,30.53
1100104,40392,21033,858,628,39266,0,2113,1296,2426,14531,17429,796,65.76
1100105,16600,39264,462,1723,9421,0,5533,3217,748,6912,5647,3054,29.72
1100106,16670,39034,347,1860,10126,0,5501,1928,929,6649,5667,1737,29.93
1200101,31804,30589,1301,2868,7651,0,22962,5167,1378,8121,7170,1869,50.97
1200102,14654,31139,422,985,4930,0,10358,2139,1946,6134,4954,386,32.0
1200398,20054,28925,449,731,3169,0,18407,974,3557,9185,8010,991,40.94
1200500,33519,43241,1762,1757,5321,78,29468,3034,5675,14084,15213,2380,43.67
1200798,37874,34617,3374,493,6999,53,32462,4222,6534,17584,18016,1480,52.25
1200901,17335,26038,564,417,3660,79,13632,1864,4203,9050,7046,767,39.97
1200902,16934,39820,330,730,508,0,16035,1313,3608,10180,5580,1101,29.84
1200903,21115,32401,432,2071,2792,0,18171,3072,4979,10436,8873,2219,39.46
1200904,30106,27420,810,2156,8775,108,21080,6301,5774,14378,11355,3571,52.33
1200905,17298,26107,556,471,3596,75,13655,1828,4203,9027,7039,783,39.85
1201101,13932,23043,268,724,4418,0,9419,5077,881,7372,4826,4362,37.68
1201102,18478,22899,359,938,5248,0,12395,6050,1645,10799,5508,5695,44.66
1201103,22164,23513,359,1240,4863,0,16998,5817,1453,11974,7197,6960,48.52
1201104,22276,27373,657,311,7594,0,14632,4532,2352,11496,6112,4805,44.87
1201105,19814,21608,921,989,8272,0,10754,6632,1035,8190,5854,6690,47.83
1201106,30842,39030,1156,1818,11061,0,18261,11454,2579,15023,8409,9665,44.14
1201107,22839,13890,310,807,19049,37,3858,3003,1159,10635,7138,5716,62.18
1201108,23361,33101,228,735,11736,2,12191,5073,1363,10587,6970,6113,41.37
1201109,22421,24534,337,322,5603,0,16511,8573,1260,10028,5921,6702,47.75
1201110,14312,27545,179,895,1475,0,11148,7485,1144,6233,3758,6305,34.19
1201111,13809,26864,312,1104,2561,0,10382,7819,646,8472,4576,5222,33.95
1201112,15938,22899,192,837,4893,0,10556,7534,498,9901,4706,5523,41.04
1201113,22705,23387,192,1353,5532,0,16435,11284,976,12084,6116,9096,49.26
1201114,21672,16585,303,540,10810,0,10362,7407,728,10339,5559,7091,56.65
1201115,11206,23075,268,589,4287,0,7230,4616,408,5128,4360,3596,32.69
1201116,23260,27232,878,832,9502,0,13279,6513,1596,10341,6723,6779,46.07
1201117,9526,22588,384,1001,879,0,7472,5994,778,4461,3359,4108,29.66
1201398,35124,33674,1036,79,13146,0,22058,2665,3249,16736,14942,911,51.05
1201500,35670,53318,874,1237,3071,0,31691,4125,6103,23765,15071,2264,40.08
1201700,30467,37801,1438,599,1377,0,28267,2262,7176,21483,11125,773,44.63
1201901,14536,24486,988,635,2147,112,11792,2215,4272,6845,5080,983,37.25
1201902,15431,26010,1046,675,2280,118,12520,2352,4529,7268,5395,1045,37.24
1202101,15689,46670,75,547,484,0,13978,3616,1114,9458,4073,1519,25.16
1202102,20014,31793,41,338,2181,0,15908,8137,1766,11052,4729,5358,38.63
1202103,19020,30745,1019,476,2640,0,15852,9903,1014,7659,5530,7673,38.22
1202799,33832,27537,1054,296,5920,0,25665,11982,4062,16100,15724,7344,55.13
1203101,25966,31467,595,934,13141,108,12456,3050,5965,10230,11133,2755,45.21
1203102,33034,13087,732,339,26844,0,6219,1765,4550,16916,13638,398,71.62
1203103,38242,34537,807,1294,17639,98,20745,4389,7647,12343,17457,3016,52.55
1203104,20661,26811,1155,984,8468,138,12237,2848,3703,7523,7710,3348,43.52
1203105,19545,36483,406,1742,4266,44,14391,2224,3521,6331,3866,3401,34.88
1203106,21086,49397,523,2498,4094,127,15016,3497,2343,5239,4915,3543,29.92
1203107,20375,35609,775,1466,3542,34,16459,3257,3581,8382,4882,2750,36.39
1203301,17097,24727,487,805,4544,49,12826,1097,4022,7886,6207,636,40.88
1203302,22119,23061,1623,1437,9272,3,13994,1831,4678,9838,9511,868,48.96
1203303,19253,20740,1338,1221,7816,7,12374,1563,4111,8599,8178,753,48.14
1203500,17207,29889,145,864,3005,0,13421,2267,2736,10282,6324,2477,36.54
1204798,21278,15975,367,95,5005,0,16451,1796,2781,11576,9977,1262,57.12
1205199,23131,13952,504,1077,1322,74,19895,9563,3430,10321,9111,5999,62.38
1205300,37445,44052,830,684,3514,0,33372,7699,5351,20751,16722,3293,45.95
1205701,36816,22553,1272,133,18894,0,17947,13918,3978,16763,14473,7075,62.01
1205702,15070,29870,346,855,2274,0,11278,6892,1133,6921,4679,4704,33.53
1205703,28232,41430,342,1639,4724,146,20106,16186,2713,12119,7849,12256,40.53
1205704,20721,31299,422,1297,2117,0,15445,10959,1592,10946,6508,7864,39.83
1205705,29133,37941,1067,3197,10646,0,16913,9374,2133,6886,7444,7188,43.43
1205706,20878,26749,690,742,2677,0,16369,7541,2695,8350,6788,4671,43.84
1205707,22789,36797,674,1058,6136,35,14514,9550,3682,10068,7582,4788,38.25
1205708,13229,26905,377,631,2885,0,9767,3767,3240,6141,4996,2308,32.96
1205709,12924,25052,373,612,2961,4,9251,4065,2928,5942,4748,2353,34.03
1205710,16383,38450,412,858,3087,0,12299,6584,1209,6643,5028,4253,29.88
1205711,15409,28801,445,725,3664,9,10770,5194,3269,7022,5549,2897,34.85
1205998,23012,29690,1207,1209,3647,54,20234,2083,3894,9676,10446,1639,43.66
1206100,25653,44321,529,214,3351,0,22011,5248,2986,14063,11092,2969,36.66
1206901,18439,23992,399,982,1870,76,16125,1803,3005,11462,7755,1953,43.46
1206902,20816,40128,539,636,3582,12,17097,2865,3642,13373,8355,1458,34.16
1206903,19997,38022,931,754,3412,0,16201,6494,2344,10192,8669,2612,34.47
1207101,20080,39417,438,517,1221,322,18461,2722,2427,11971,6140,1879,33.75
1207102,17116,26667,244,458,1542,10,15491,5726,2447,9399,5462,4029,39.09
1207103,35812,32398,1178,1057,6584,2,29399,12985,3685,17982,11769,8484,52.5
1207104,24372,25590,573,832,6607,150,17981,6999,2183,10821,9418,5684,48.78
1207105,16724,37884,377,277,762,0,15580,4208,1431,10288,5581,3365,30.63
1207106,16812,27524,233,436,1167,18,15524,5483,2477,9478,5231,3800,37.92
1207301,17845,42066,457,1180,6486,0,11663,1241,2482,7131,7847,657,29.79
1207302,35095,26418,1567,1501,20603,0,17248,4430,2229,7499,8632,1490,57.05
1208101,18413,39279,340,242,2800,0,15002,3189,2497,9855,6504,2821,31.92
1208102,20502,30677,418,1702,2684,0,16310,4704,2323,11519,8822,3596,40.06
1208103,14815,39830,781,466,1950,0,12714,2680,2235,8212,3841,2183,27.11
1208301,20743,23574,193,402,1858,0,18905,4099,3805,13507,7832,1253,46.81
1208302,21767,25541,307,709,5279,0,16569,4956,1868,9381,8363,2248,46.01
1208303,29149,36576,831,823,4792,0,22784,6243,4387,15120,12146,3079,44.35
1208500,25804,43393,436,686,2322,0,23029,5309,4474,15624,8801,2814,37.29
1208601,20214,18593,147,453,1143,0,16256,18879,582,9917,7761,15796,52.09
1208602,24163,11347,119,97,13981,0,9765,11233,1333,14783,9366,10897,68.05
1208603,19798,16972,15,645,9212,0,9921,8425,675,10636,5855,9616,53.84
1208604,18245,20575,404,387,3520,0,14007,9274,565,8238,4877,8173,47.0
1208605,22387,14615,118,207,12070,0,9836,9474,888,11025,5466,11959,60.5
1208606,29630,10250,37,84,14150,0,12492,16426,2217,16370,10405,16013,74.3
1208607,26427,11678,19,287,682,0,23376,25846,431,15116,11145,20810,69.35
1208608,17379,16029,135,467,1493,0,14850,15537,409,8100,4420,12361,52.02
1208609,29862,10516,163,222,1720,0,26790,28759,380,17706,9835,25189,73.96
1208610,17104,16318,132,462,1325,0,14754,15433,389,7876,4240,12251,51.18
1208611,27103,21346,281,198,11907,0,12871,15010,1362,13993,7921,12932,55.94
1208612,19398,26567,248,595,1795,0,16180,12377,748,9189,5272,8354,42.2
1208613,36116,17378,1008,825,2301,0,30968,32575,335,18377,11798,27474,67.51
1208614,19479,32036,0,512,1243,0,16854,15351,561,8090,4485,10115,37.81
1208615,27992,14106,319,256,950,0,25673,27540,146,17046,10762,21783,66.49
1208616,11524,28335,52,753,169,0,10384,8602,250,7234,3049,5444,28.91
1208617,17917,17942,236,242,1129,0,16417,15695,588,10808,6557,11975,49.97
1208618,17031,16410,105,118,231,0,15770,16224,693,12141,6087,11745,50.93
1208619,16665,18324,290,363,410,0,15412,14958,168,9335,3585,10442,47.63
1208620,16345,22586,0,290,868,0,15280,14491,530,9528,4971,9613,41.98
1208621,21229,24825,516,374,2113,292,17041,18167,425,11535,6726,12287,46.1
1208622,25920,15945,588,877,5752,10,18392,19680,1171,11005,9622,14906,61.91
1208623,18083,16716,207,597,2389,0,13793,15225,683,7312,5887,10513,51.96
1208624,24835,10821,454,943,8457,39,15895,16955,1243,9166,9811,12570,69.65
1208625,18559,25883,183,474,3595,0,15031,7153,2896,8260,5482,3687,41.76
1209101,15562,28580,673,1137,3026,0,12235,2162,4793,7290,6884,1742,35.25
1209102,14226,26134,615,1040,2774,0,11181,1977,4386,6659,6296,1586,35.25
1209501,25051,25658,801,1343,10753,0,12131,7916,2551,10752,9417,7507,49.4
1209502,21373,27651,782,1255,9127,0,9837,6896,1769,8703,6076,6821,43.6
1209503,19482,41670,1265,1893,4156,0,13479,7584,3380,6281,2983,6316,31.86
1209504,32665,27867,1536,2014,9756,60,18018,17916,2593,9670,9341,11741,53.96
1209505,26467,31807,353,883,6016,0,18533,11087,2534,11237,6667,7359,45.42
1209506,24882,15213,337,1150,14486,0,9429,5924,1947,9115,9270,8200,62.06
1209507,22167,34187,421,1497,9829,0,10979,5270,2856,7862,6789,3153,39.34
1209508,22155,18738,207,2184,4890,0,14390,10407,2325,6172,7621,7275,54.18
1209509,21021,25770,491,1986,2706,0,13746,13755,3076,9673,7260,10140,44.93
1209510,22936,25516,612,1868,3571,0,19064,13755,2789,8849,9295,6346,47.34
1209701,18343,16649,45,752,3880,0,8841,12651,1219,7856,7200,7727,52.42
1209702,14945,20101,335,276,2212,0,10158,9797,1651,6190,6543,6744,42.64
