sduni20,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
2103150,6747,2992,288,76,223,0,6569,92,434,2996,3011,22,69.28
2103180,2471,3216,128,35,318,3,2283,123,368,1052,1221,66,43.45
2103210,15351,8455,255,76,190,0,15148,258,1772,6440,7678,119,64.48
2103240,3497,2850,62,30,80,4,3424,69,350,1586,1836,22,55.1
2103270,2060,573,86,1,23,0,2054,8,133,1025,1302,9,78.24
2103330,2930,815,122,2,32,0,2921,12,189,1457,1852,13,78.24
2103360,5202,1448,217,3,57,0,5185,21,335,2587,3287,22,78.23
2103390,2737,2099,64,29,102,0,2714,42,309,1203,1158,38,56.6
2103480,4804,4474,152,32,267,0,4597,198,583,1785,2032,160,51.78
2103510,2075,1525,84,4,123,42,2006,98,150,1012,1298,5,57.64
2103540,4608,3692,306,57,206,0,4467,224,331,2001,2221,171,55.52
2103630,765,1261,22,23,64,0,712,45,81,274,286,30,37.76
2103690,1791,1470,67,18,418,1,1457,92,380,593,745,53,54.92
2103720,20729,12705,456,178,1487,0,20451,829,1815,6157,8768,298,62.0
2103750,3143,1420,84,7,61,0,3091,57,239,1430,2013,56,68.88
2103780,3254,4235,169,46,419,4,3006,162,485,1385,1608,87,43.45
2103810,5977,6472,195,7,794,14,5413,361,695,2902,2739,79,48.01
2103840,3048,1378,81,7,60,0,2998,55,232,1386,1952,54,68.87
2103870,3582,2747,84,38,133,0,3552,55,404,1574,1515,49,56.6
2103900,1803,1952,59,2,240,4,1633,109,210,875,826,24,48.02
2103960,8872,9608,290,11,1179,21,8035,536,1031,4308,4066,117,48.01
2103990,4109,2288,175,0,144,24,4031,114,509,2051,2314,33,64.23
2104020,1535,2034,101,5,186,0,1428,84,141,652,915,54,43.01
2104050,4455,5799,231,62,574,6,4116,221,664,1896,2202,119,43.45
2104080,1280,981,30,14,48,0,1269,20,144,562,541,18,56.61
2104110,3702,4676,89,10,424,0,3320,181,396,1545,1297,76,44.19
2104140,2212,1773,147,27,99,0,2145,108,159,961,1066,82,55.51
2104170,2480,1099,106,28,82,0,2414,34,159,1101,1106,8,69.29
2104200,2441,1956,162,30,109,0,2367,119,175,1060,1177,90,55.52
2104250,5884,4512,138,62,219,0,5835,91,664,2586,2489,81,56.6
2104290,2872,2203,67,30,107,0,2849,44,324,1263,1215,39,56.59
2104380,1903,2061,62,2,253,4,1723,115,221,924,872,25,48.01
2104410,5558,7234,288,78,716,7,5135,276,828,2366,2746,149,43.45
2104440,2384,3191,91,79,128,0,2293,75,282,1088,954,54,42.76
2104470,1327,1638,68,20,126,0,1226,95,96,526,561,37,44.76
2104500,3989,5288,263,14,484,0,3713,219,367,1695,2378,141,43.0
2104530,7618,16397,792,365,346,31,7406,700,590,3347,3147,391,31.72
2104560,1912,2560,73,63,102,0,1839,61,226,873,765,44,42.75
2104590,4885,7129,282,138,311,0,4624,266,611,2182,2250,209,40.66
2104620,1128,314,47,1,12,0,1125,5,73,561,713,5,78.22
2104650,3944,4271,129,5,524,9,3571,238,458,1915,1807,52,48.01
2104680,988,447,26,2,19,0,972,18,75,450,633,18,68.85
2104710,990,1223,50,15,94,0,915,71,71,393,419,28,44.74
2104740,2483,3324,95,82,133,0,2389,79,294,1134,994,57,42.76
2104770,6606,1838,275,4,73,0,6585,27,426,3285,4175,28,78.23
2104800,13850,6260,369,31,271,0,13624,252,1054,6300,8870,248,68.87
2104830,1992,900,53,5,39,0,1959,36,151,906,1275,36,68.88
2104860,412,183,18,5,14,0,401,6,26,183,184,1,69.24
2104890,3169,1943,70,27,227,0,3127,127,277,941,1341,46,61.99
2104950,12933,7202,552,0,452,77,12690,358,1603,6457,7283,103,64.23
2104980,933,760,17,8,21,1,913,18,93,423,490,6,55.11
2105040,458,351,11,5,17,0,454,7,52,201,194,6,56.61
2105070,4019,2213,67,20,50,0,3965,67,464,1686,2010,31,64.49
2105100,5160,3957,121,54,192,0,5117,80,582,2268,2182,71,56.6
2105130,2795,2278,50,24,64,3,2737,55,279,1268,1468,18,55.1
2105160,4122,2876,115,57,222,9,3954,110,286,1896,2172,97,58.9
2105190,1299,1041,86,16,58,0,1259,63,93,564,626,48,55.51
2105260,10062,12425,513,155,955,0,9297,724,725,3991,4254,282,44.75
2105320,5417,11659,563,259,246,22,5266,497,419,2380,2238,278,31.72
2105400,4218,3380,280,52,189,0,4089,205,303,1831,2033,156,55.51
2105430,2321,1292,99,0,81,14,2277,64,288,1159,1307,19,64.24
2105490,3004,4466,173,3,145,0,2963,132,316,1505,1483,76,40.21
2105520,3891,2714,108,54,209,8,3733,104,270,1789,2050,92,58.91
2105550,2524,2072,94,25,589,1,2053,130,536,836,1050,75,54.92
2105580,2899,2381,108,28,677,1,2359,150,616,960,1206,86,54.91
2105610,955,2055,99,46,43,4,928,88,74,420,394,49,31.73
2105640,2292,3039,151,8,278,0,2134,126,211,974,1367,81,42.99
2105700,958,2200,82,4,10,0,930,49,127,400,338,56,30.34
2105730,19753,22148,727,1430,4179,0,15290,1917,2081,5444,6998,2948,47.14
2105760,1999,2601,104,28,257,2,1847,99,298,851,988,53,43.46
2105790,4758,2650,203,0,166,28,4669,132,590,2376,2679,38,64.23
2105820,2184,2895,144,8,265,0,2033,120,201,928,1302,77,43.0
2105880,5672,2515,242,64,188,0,5522,77,365,2519,2531,19,69.28
2105910,1444,640,62,16,48,0,1406,20,93,641,644,5,69.29
2105940,585,783,22,19,31,0,562,19,69,267,234,13,42.76
2105970,1829,509,76,1,20,0,1823,8,118,909,1156,8,78.23
2106000,5027,6350,121,14,575,0,4509,245,538,2099,1761,103,44.19
2199997,0,0,0,0,0,0,0,0,0,0,0,0,
2199999,1802,2099,81,48,158,6,1689,59,211,811,824,39,46.19
2200030,11917,10259,427,372,3502,0,8843,280,989,4502,5372,451,53.74
2200039,5479,3804,129,31,3975,0,1694,176,729,2437,3030,34,59.02
2200040,2598,1804,61,15,1885,0,804,84,346,1156,1437,16,59.02
2200060,3693,3885,151,46,643,6,3198,49,642,1687,1494,26,48.73
2200090,23256,24897,335,359,9741,0,13751,3150,2582,9262,7994,1461,48.3
2200120,4247,4010,231,65,998,0,3282,151,269,2020,1532,66,51.44
2200150,7779,5926,261,130,2520,0,5478,108,1048,3712,3540,29,56.76
2200180,5932,6242,242,75,1032,10,5137,79,1031,2711,2401,42,48.73
2200210,3048,1824,248,7,1516,0,1560,56,244,1164,1084,41,62.56
2200240,3347,2456,170,77,1328,0,2090,149,327,1312,1652,57,57.68
2200270,24105,25078,590,699,9825,0,14808,1455,3422,9526,9246,1115,49.01
2200300,56968,39536,1350,642,35881,124,22146,852,7357,22636,24226,717,59.03
2200330,38394,33864,1525,730,13160,25,27001,1932,5486,16895,13326,1324,53.13
2200360,2228,1241,76,23,965,0,1290,65,209,1048,887,7,64.23
2200390,1055,821,41,24,470,0,637,77,131,453,329,54,56.24
2200420,1746,1330,59,29,565,0,1230,24,235,833,794,6,56.76
2200450,3327,1990,270,8,1654,0,1702,62,267,1271,1184,44,62.57
2200480,3663,2790,123,61,1186,0,2580,51,494,1748,1667,13,56.76
2200510,6296,3766,511,15,3130,0,3221,117,504,2405,2240,84,62.57
2200540,80608,70441,1833,3116,48832,131,30580,4949,6266,26305,31074,4712,53.37
2200570,1724,960,59,18,746,0,998,50,162,811,686,5,64.23
2200600,3534,3497,182,12,1688,0,1865,140,241,1588,1314,0,50.26
2200630,8676,3880,530,222,3680,0,5228,229,761,3929,4621,265,69.1
2200660,4572,2546,156,47,1980,0,2648,132,428,2151,1820,13,64.23
2200690,4345,3310,146,72,1407,0,3060,60,585,2073,1977,16,56.76
2200720,15099,10650,607,351,6225,34,9163,822,1491,7193,6543,609,58.64
2200750,5470,5413,282,18,2612,0,2887,217,373,2458,2034,0,50.26
2200780,3474,1935,119,36,1504,0,2012,101,325,1634,1383,10,64.23
2200810,6049,4706,236,139,2697,0,3653,441,750,2599,1887,310,56.24
2200840,92824,86591,3191,4350,33106,50,57157,16322,9038,41110,36138,14533,51.74
2200870,40502,57505,883,1319,17709,186,22578,2424,4565,15298,10638,2476,41.33
2200900,19692,18593,1069,304,4625,0,15220,703,1248,9368,7102,306,51.44
2200960,2898,2207,97,48,938,0,2041,40,390,1383,1318,11,56.77
2200990,11369,6801,923,28,5653,0,5816,211,911,4343,4044,152,62.57
2201020,23337,28769,2247,85,4083,0,19733,1005,1132,9417,10002,764,44.79
2201050,2314,1289,79,24,1002,0,1340,67,217,1088,921,7,64.22
2201080,10649,7694,307,215,4941,0,5628,374,1347,4346,3789,117,58.05
2201110,5923,3299,203,61,2565,0,3430,172,555,2786,2358,17,64.23
2201140,8811,5271,715,21,4381,0,4507,163,706,3365,3134,118,62.57
2201170,88313,70513,1935,3052,64988,108,23073,4803,6464,36635,26649,2522,55.6
2201200,25146,18169,724,507,11668,0,13288,884,3181,10264,8946,277,58.05
2201230,4657,4007,158,191,1816,0,2854,694,510,1930,1816,278,53.75
2201260,3755,3715,194,12,1793,0,1981,149,256,1687,1396,0,50.27
2201290,27643,20410,1027,671,10640,22,17940,1877,4212,11318,12072,926,57.53
2201320,1789,1070,145,4,890,0,915,33,143,683,637,24,62.57
2201350,4634,2581,158,48,2007,0,2684,134,434,2180,1845,14,64.23
2201380,5204,3113,423,13,2588,0,2662,96,417,1988,1851,69,62.57
2201410,8668,7458,294,355,3380,0,5313,1291,950,3592,3380,517,53.75
2201440,8923,9957,73,61,5459,0,3180,493,682,4101,3723,382,47.26
2201470,1792,2209,173,7,313,0,1515,77,87,723,768,59,44.79
2201500,3430,3827,28,23,2098,0,1222,189,262,1576,1431,147,47.26
2201530,7213,8049,59,49,4413,0,2571,398,551,3315,3010,309,47.26
2201560,22132,9898,1352,565,9389,0,13337,584,1942,10024,11789,676,69.1
2201590,11178,7885,450,259,4609,25,6783,609,1103,5325,4844,451,58.64
2201620,9814,9441,985,276,3025,7,6642,672,902,4406,4065,293,50.97
2201650,41784,61756,2490,1397,9601,96,31794,4234,6752,20378,17021,2275,40.36
2201680,28878,21188,1468,663,11462,0,18036,1287,2820,11323,14258,494,57.68
2201710,959,534,33,10,415,0,555,28,90,451,382,3,64.23
2201740,21764,20935,2185,613,6708,17,14729,1490,1999,9770,9014,650,50.97
2201770,4878,2717,167,50,2112,0,2825,141,457,2295,1942,14,64.23
2201800,11875,10222,426,371,3490,0,8812,279,985,4486,5352,449,53.74
2201830,10365,7653,385,252,3990,8,6727,704,1579,4244,4527,347,57.53
2201860,6512,4778,331,149,2585,0,4067,290,636,2553,3215,111,57.68
2201890,6922,7202,170,201,2822,0,4252,418,983,2736,2655,320,49.01
2201920,4920,4869,254,16,2350,0,2596,195,336,2211,1829,0,50.26
2201950,2255,1256,77,23,976,0,1306,65,211,1061,898,7,64.23
2201980,2769,2740,143,9,1322,0,1461,110,189,1244,1029,0,50.26
2202010,2696,2054,90,45,873,0,1899,37,363,1287,1227,10,56.76
2206840,6510,4520,153,37,4723,0,2013,209,867,2895,3600,40,59.02
2300001,77,81,4,1,2,0,75,2,10,34,37,2,48.73
2300002,181,162,14,2,5,0,179,5,24,92,93,13,52.77
2300003,164,147,12,1,4,0,162,4,22,83,85,12,52.73
2300004,127,114,10,1,3,0,126,3,17,65,66,9,52.7
2300005,88,78,7,1,2,0,87,2,12,44,45,6,53.01
2300008,212,293,12,1,2,0,212,5,26,100,99,3,41.98
2300009,41,70,1,3,6,0,32,1,5,19,16,7,36.94
2300052,11,10,0,0,0,0,11,0,1,5,5,0,52.38
2300057,8,8,1,0,0,0,8,0,1,4,4,1,50.0
2300058,15,13,0,0,0,0,15,0,2,7,7,0,53.57
2300059,37,32,1,0,1,0,37,0,5,18,17,0,53.62
2300061,18,16,1,0,0,0,18,0,2,9,9,0,52.94
2300062,314,281,24,3,8,1,310,8,41,159,162,22,52.77
2300063,88,78,7,1,2,0,87,2,12,44,45,6,53.01
2300065,125,111,9,1,3,0,123,3,16,63,64,9,52.97
2300067,229,205,17,2,6,0,226,6,30,116,118,16,52.76
2300068,113,101,9,1,3,0,112,3,15,57,58,8,52.8
2302220,343,758,16,3,4,2,333,7,51,218,154,7,31.15
2302280,125,111,9,1,3,0,123,3,16,63,64,9,52.97
2302500,83,127,3,1,1,0,81,3,11,43,29,0,39.52
2302610,3962,6067,191,113,212,0,3714,195,402,1804,1788,111,39.51
2302640,3455,4772,187,12,39,0,3455,74,416,1624,1611,44,42.0
2302730,314,281,24,3,8,1,310,8,41,159,162,22,52.77
2302820,6629,7023,343,83,155,0,6474,163,886,2917,3236,153,48.56
2302880,48,43,4,0,1,0,47,1,6,24,25,3,52.75
2302960,33,29,1,0,1,0,33,0,4,16,15,0,53.23
2302980,14,13,1,0,0,0,14,0,2,7,7,1,51.85
2303150,2421,7086,61,22,110,0,2384,55,208,1295,1098,70,25.47
2303210,499,767,18,8,5,0,487,19,63,260,177,2,39.42
2303290,899,1384,32,14,9,0,878,34,114,468,320,4,39.38
2303390,33,29,1,0,1,0,33,0,4,16,15,0,53.23
2303510,2021,2141,104,25,47,0,1973,50,270,889,986,47,48.56
2303600,508,781,18,8,5,0,496,19,65,265,181,2,39.41
2303610,147,226,5,2,1,0,143,5,19,76,52,1,39.41
2303640,168,259,6,3,2,0,164,6,21,88,60,1,39.34
2303780,2562,6593,142,140,125,0,2368,31,272,1372,813,105,27.98
2303870,734,656,56,6,19,1,723,19,96,371,378,52,52.81
2303930,1023,2996,26,9,46,0,1008,23,88,547,464,29,25.45
2303980,162,140,4,1,3,0,161,1,20,78,76,0,53.64
2303990,34,30,3,0,1,0,33,1,4,17,18,2,53.12
2304080,236,362,8,4,2,0,230,9,30,123,84,1,39.46
2304110,71,63,5,1,2,0,70,2,9,36,37,5,52.99
2304160,79,71,6,1,2,0,78,2,10,40,41,6,52.67
2304440,40,35,3,0,1,0,39,1,5,20,20,3,53.33
2304500,29,25,1,0,0,0,29,0,4,14,14,0,53.7
2304620,28,42,1,0,0,0,27,1,4,14,10,0,40.0
2304650,23,20,2,0,1,0,22,1,3,11,12,2,53.49
2304860,274,605,13,3,4,1,266,5,41,174,123,6,31.17
2304880,17,15,1,0,0,0,17,0,2,9,9,1,53.12
2304890,294,452,10,5,3,0,287,11,37,153,105,1,39.41
2304895,581,894,21,9,6,0,568,22,74,303,207,3,39.39
2304897,15,13,0,0,0,0,15,0,2,7,7,0,53.57
2304900,71,63,5,1,2,0,70,2,9,36,37,5,52.99
2305160,6,5,0,0,0,0,6,0,1,3,3,0,54.55
2305280,374,334,28,3,10,1,368,10,49,189,193,26,52.82
2305310,314,281,24,3,8,1,310,8,41,159,162,22,52.77
2305360,306,273,23,3,8,1,301,8,40,155,158,22,52.85
2305400,214,329,8,3,2,0,209,8,27,112,76,1,39.41
2305500,1502,2311,53,24,15,0,1467,56,191,782,535,7,39.39
2305670,1337,3912,34,12,61,0,1316,30,115,715,607,39,25.47
2305970,125,320,7,7,6,0,115,1,13,67,40,5,28.09
2305980,48,41,1,0,1,0,48,0,6,23,22,0,53.93
2306000,971,1028,50,12,23,0,948,24,130,427,474,22,48.57
2306030,0,0,0,0,0,0,0,0,0,0,0,0,
2306060,1968,5760,49,18,89,0,1938,45,169,1052,893,57,25.47
2306150,28,25,2,0,1,0,28,1,4,14,15,2,52.83
2306180,302,320,16,4,7,0,295,7,40,133,147,7,48.55
2306250,342,296,9,3,5,0,341,3,43,166,160,1,53.61
2306260,441,678,16,7,4,0,430,16,56,229,157,2,39.41
2306330,195,169,5,2,3,0,194,1,25,95,91,0,53.57
2306510,1349,1429,70,17,32,0,1317,33,180,594,659,31,48.56
2306600,11,10,0,0,0,0,11,0,1,5,5,0,52.38
2306780,15,24,1,0,0,0,15,1,2,8,5,0,38.46
2306810,104,160,4,2,1,0,102,4,13,54,37,1,39.39
2306870,456,701,16,7,5,0,445,17,58,237,162,2,39.41
2306900,139,124,11,1,4,0,137,4,18,70,72,10,52.85
2307110,7,6,0,0,0,0,7,0,1,4,3,0,53.85
2307140,1294,2857,60,12,17,6,1254,25,192,822,580,26,31.17
2307200,25,23,2,0,1,0,25,1,3,13,13,2,52.08
2307250,309,475,11,5,3,0,302,12,39,161,110,2,39.41
2307320,6113,9359,295,174,327,0,5729,301,620,2783,2759,171,39.51
2307440,11,10,0,0,0,0,11,0,1,5,5,0,52.38
2307530,1600,2449,77,46,85,0,1499,79,162,728,722,45,39.52
2307590,6,9,0,0,0,0,6,0,1,3,2,0,40.0
2307710,490,438,37,4,13,1,483,13,64,248,253,35,52.8
2307770,14,13,1,0,0,0,14,0,2,7,7,1,51.85
2307800,921,823,70,8,24,2,907,24,121,466,475,65,52.81
2307980,125,111,9,1,3,0,123,3,16,63,64,9,52.97
2308135,34,30,3,0,1,0,33,1,4,17,18,2,53.12
2308140,55,48,2,1,1,0,55,0,7,27,26,0,53.4
2308160,283,253,22,2,7,1,279,7,37,143,146,20,52.8
2308250,642,680,33,8,15,0,627,16,86,282,313,15,48.56
2308280,977,874,74,8,26,2,963,26,128,495,504,69,52.78
2308340,12,19,0,0,0,0,12,0,2,6,4,0,38.71
2308580,6,5,0,0,0,0,6,0,1,3,3,0,54.55
2308700,136,122,10,1,4,0,134,4,18,69,70,10,52.71
2308940,321,494,11,5,3,0,314,12,41,167,114,2,39.39
2309090,42,38,3,0,1,0,42,1,6,22,22,3,52.5
2309240,37,33,3,0,1,0,36,1,5,19,19,3,52.86
2309330,795,842,41,10,19,0,777,20,106,350,388,18,48.56
2309390,119,184,4,2,1,0,116,4,15,62,42,1,39.27
2309560,187,167,14,2,5,0,184,5,25,95,96,13,52.82
2309630,202,311,7,3,2,0,197,8,26,105,72,1,39.38
2309650,190,170,14,2,5,0,187,5,25,96,98,13,52.78
2309810,22,19,1,0,0,0,22,0,3,11,10,0,53.66
2309930,12028,20641,226,989,1848,0,9480,425,1403,5640,4643,2111,36.82
2309990,178,160,14,2,5,0,176,5,23,90,92,13,52.66
2310140,31,28,2,0,1,0,31,1,4,16,16,2,52.54
2310190,127,114,10,1,3,0,126,3,17,65,66,9,52.7
2310320,71,63,5,1,2,0,70,2,9,36,37,5,52.99
2310380,2188,6405,55,20,99,0,2155,50,188,1170,993,63,25.46
2310500,2823,6234,131,26,37,13,2737,55,418,1794,1266,58,31.17
2310530,2377,6957,60,22,108,0,2341,54,204,1271,1078,68,25.47
2310560,57,51,4,0,1,0,56,1,7,29,29,4,52.78
2310590,2605,3598,141,9,29,0,2605,55,314,1225,1215,34,42.0
2310620,231,200,6,2,4,0,231,2,29,112,108,0,53.6
2310650,320,277,9,3,5,0,319,2,40,155,149,1,53.6
2310680,198,177,15,2,5,0,195,5,26,100,102,14,52.8
2310710,1643,4228,91,90,80,0,1519,20,174,880,521,67,27.99
2310770,5280,4996,152,48,81,1,5262,42,675,2611,2461,15,51.38
2310830,295,263,22,3,8,1,290,8,39,149,152,21,52.87
2310860,2856,2552,217,24,75,5,2814,75,375,1445,1472,201,52.81
2310890,790,706,60,7,21,1,779,21,104,400,407,56,52.81
2310950,2846,3447,132,38,55,0,2779,82,375,1325,1270,49,45.22
2310980,1212,1284,63,15,28,0,1183,30,162,533,592,28,48.56
2311010,544,486,41,5,14,1,536,14,71,275,280,38,52.82
2311100,1332,1190,101,11,35,2,1312,35,175,674,686,94,52.82
2311160,1876,1676,143,16,49,4,1848,49,246,949,967,132,52.82
2311220,399,357,30,3,10,1,394,10,52,202,206,28,52.78
2311250,724,664,52,6,18,1,713,18,96,360,371,46,52.16
2311280,439,392,33,4,11,1,433,12,58,222,226,31,52.83
2311310,425,380,32,4,11,1,419,11,56,215,219,30,52.8
2311370,1820,4019,85,17,24,8,1764,36,270,1157,816,37,31.17
2311430,1045,934,79,9,27,2,1030,27,137,529,539,74,52.8
2311520,1952,3003,69,31,19,0,1906,73,248,1017,695,10,39.39
2311550,2710,4170,96,43,27,0,2647,101,345,1412,965,13,39.39
2311580,936,836,29,9,15,0,932,9,120,449,440,4,52.82
2311610,482,430,37,4,13,1,475,13,63,244,248,34,52.85
2311670,1197,1037,33,11,19,0,1195,9,151,581,559,2,53.58
2311700,507,453,39,4,13,1,500,13,67,257,261,36,52.81
2311730,1102,955,30,10,17,0,1100,8,139,535,515,2,53.57
2311790,3505,7739,163,32,46,16,3397,69,519,2227,1572,72,31.17
2311820,73,113,3,1,1,0,72,3,9,38,26,0,39.25
2311850,229,353,8,4,2,0,224,9,29,120,82,1,39.35
2311880,4058,3571,115,36,62,0,4051,31,513,1969,1897,8,53.19
2311910,64,99,2,1,1,0,63,2,8,33,23,0,39.26
2312140,214,329,8,3,2,0,209,8,27,112,76,1,39.41
2312180,59,51,2,1,1,0,59,0,7,29,27,0,53.64
2312300,202,311,7,3,2,0,197,8,26,105,72,1,39.38
2312330,4658,7993,88,383,716,0,3671,164,543,2184,1798,817,36.82
2312360,110,169,4,2,1,0,108,4,14,57,39,1,39.43
2312750,291,447,10,5,3,0,284,11,37,151,103,1,39.43
2312810,17,15,1,0,0,0,17,0,2,9,9,1,53.12
2312980,285,438,10,4,3,0,278,11,36,148,101,1,39.42
2313070,15,13,0,0,0,0,15,0,2,7,7,0,53.57
2313080,25,23,2,0,1,0,25,1,3,13,13,2,52.08
2313110,827,1142,45,3,9,0,827,18,100,389,386,11,42.0
2313140,378,401,20,5,9,0,370,9,51,166,185,9,48.52
2313200,17,15,1,0,0,0,17,0,2,9,9,1,53.12
2313350,2892,3995,157,10,33,0,2892,62,349,1360,1348,37,41.99
2313490,1656,3656,77,15,22,7,1605,32,245,1052,743,34,31.17
2313500,28,25,2,0,1,0,28,1,4,14,15,2,52.83
2313530,225,578,12,12,11,0,208,3,24,120,71,9,28.02
2313560,3587,6156,67,295,551,0,2827,127,418,1682,1385,630,36.82
2313590,20,18,2,0,1,0,20,1,3,10,10,1,52.63
2313710,48,43,4,0,1,0,47,1,6,24,25,3,52.75
2313740,33,29,1,0,1,0,33,0,4,16,15,0,53.23
2313860,1453,2007,79,5,16,0,1453,31,175,683,677,19,41.99
2313970,1118,1545,61,4,13,0,1118,24,135,526,521,14,41.98
2313980,670,1031,24,11,7,0,654,25,85,349,238,3,39.39
2314010,289,258,22,2,8,1,285,8,38,146,149,20,52.83
2314040,48,43,4,0,1,0,47,1,6,24,25,3,52.75
2314100,1059,2725,59,58,51,0,979,13,112,567,336,43,27.99
2314130,1761,3888,82,16,23,8,1707,34,261,1119,790,36,31.17
2314160,2052,3141,99,59,110,0,1923,101,208,934,926,57,39.51
2314190,1383,2030,50,13,20,3,1363,18,189,765,635,14,40.52
2314210,1628,3752,80,34,37,5,1559,28,223,991,673,42,30.26
2314240,1389,3897,50,34,64,0,1340,27,129,743,565,46,26.28
2314300,815,706,23,7,13,0,814,6,103,396,381,1,53.58
2314330,3021,3377,123,19,41,0,3018,42,373,1444,1410,22,47.22
2314410,9,14,0,0,0,0,9,0,1,5,3,0,39.13
2314440,1678,1778,87,21,39,0,1639,41,224,738,819,39,48.55
2314470,1319,1397,68,16,31,0,1288,32,176,580,644,30,48.56
2314530,1323,1380,65,16,30,0,1295,31,176,587,643,28,48.95
2314560,1263,1095,35,12,20,0,1261,9,160,613,590,2,53.56
2314590,4051,3510,112,37,63,0,4044,30,512,1967,1893,7,53.58
2314610,1335,1287,38,13,20,0,1328,15,169,655,602,3,50.92
2314670,2990,6602,139,27,39,13,2898,58,443,1900,1341,61,31.17
2314700,2490,5498,116,23,32,11,2413,49,369,1582,1116,51,31.17
2314760,1428,1276,109,12,37,3,1407,37,187,723,736,101,52.81
2314761,1679,1517,54,16,29,0,1669,18,214,800,791,9,52.53
2314762,856,765,65,7,22,2,843,22,112,433,441,60,52.81
2314765,1987,1722,55,18,31,0,1984,15,251,965,928,3,53.57
2314767,1172,1015,32,11,18,0,1170,9,148,569,547,2,53.59
2314768,2447,6295,136,134,119,0,2261,29,260,1310,777,100,27.99
2314771,43,125,1,0,2,0,42,1,4,23,19,1,25.6
2314772,1703,4383,95,93,83,0,1574,20,181,912,541,70,27.98
2314773,2494,5508,116,23,32,11,2418,49,369,1585,1119,51,31.17
2314775,1940,2970,94,55,104,0,1818,95,197,883,876,54,39.51
2314776,2484,3973,129,34,43,0,2445,54,295,1211,1063,42,38.47
2314778,2454,2600,127,31,58,0,2396,60,328,1080,1198,56,48.56
2314779,3597,4968,195,13,40,0,3597,77,434,1691,1677,46,42.0
2314780,2064,3019,92,20,22,0,2038,61,256,1024,843,18,40.61
2314782,1925,2039,99,24,45,0,1880,47,257,847,940,44,48.56
2314783,1751,2584,88,33,66,0,1682,68,190,807,800,39,40.39
2314784,962,2817,24,9,44,0,948,22,83,515,437,28,25.46
2314785,3251,3184,135,36,66,0,3204,57,424,1491,1559,46,50.52
2314787,2539,3906,90,40,25,0,2479,95,323,1323,904,12,39.39
2314788,1444,1994,78,5,16,0,1444,31,174,679,673,19,42.0
2314789,1899,4172,100,86,96,0,1764,48,199,962,695,69,31.28
2314790,1425,2020,61,20,19,1,1394,50,182,738,551,25,41.36
2314791,750,1153,26,12,7,0,732,28,95,390,267,4,39.41
2314793,2512,7165,80,47,116,0,2442,51,227,1344,1067,79,25.96
2314794,1819,1625,138,16,48,3,1792,48,239,920,938,128,52.82
2314795,3195,2768,88,29,50,0,3190,23,404,1551,1493,6,53.58
2314796,1499,2306,53,24,15,0,1464,56,191,781,534,7,39.4
2314803,448,388,12,4,7,0,447,3,57,218,209,1,53.59
2314805,1953,2260,71,34,63,0,1897,50,226,922,899,26,46.36
2314806,618,552,47,5,16,1,608,16,81,313,318,44,52.82
2314811,15,13,0,0,0,0,15,0,2,7,7,0,53.57
2314814,263,235,20,2,7,0,260,7,35,133,136,19,52.81
2314817,228,197,6,2,4,0,227,2,29,111,106,0,53.65
2314818,151,130,4,1,2,0,150,1,19,73,70,0,53.74
2314820,465,715,16,7,5,0,454,17,59,242,166,2,39.41
2314822,2086,3210,74,33,21,0,2037,78,266,1087,743,10,39.39
2314823,180,156,5,2,3,0,180,1,23,87,84,0,53.57
2314824,278,428,10,4,3,0,272,10,35,145,99,1,39.38
2314825,45,41,3,0,1,0,45,1,6,23,23,3,52.33
2314833,1278,1107,35,12,20,0,1276,9,162,621,597,2,53.58
2314834,88,78,7,1,2,0,87,2,12,44,45,6,53.01
2314835,26,22,1,0,0,0,26,0,3,12,12,0,54.17
2314836,11,10,1,0,0,0,11,0,1,6,6,1,52.38
2314837,245,542,11,2,3,1,238,5,36,156,110,5,31.13
2314838,538,481,41,5,14,1,530,14,71,272,277,38,52.8
2314839,184,165,14,2,5,0,181,5,24,93,95,13,52.72
2382001,462,413,35,4,12,1,455,12,61,234,238,33,52.8
2382002,180,156,5,2,3,0,180,1,23,87,84,0,53.57
2382003,235,204,6,2,4,0,235,2,30,114,110,0,53.53
2382005,7,9,0,0,0,0,7,0,1,3,3,0,43.75
2382006,0,0,0,0,0,0,0,0,0,0,0,0,
2382007,0,0,0,0,0,0,0,0,0,0,0,0,
2382008,184,159,5,2,3,0,183,1,23,89,86,0,53.64
2382009,242,210,7,2,4,0,242,2,31,118,113,0,53.54
2382010,296,273,22,3,7,0,291,7,39,146,151,18,52.02
2382011,40,61,1,1,0,0,39,1,5,21,14,0,39.6
2382012,295,263,22,3,8,1,290,8,39,149,152,21,52.87
2382013,0,0,0,0,0,0,0,0,0,0,0,0,
2399999,6139,8925,249,91,74,2,6002,220,785,3186,2314,83,40.75
2400030,12927,15618,202,397,673,0,12342,297,1654,5419,5654,485,45.29
